make,model,type,fuelType,engine,horsepower,torqueLbFt,chassis,transmission,yearStart,yearEnd,floorplanCount,floorplans,lengthMinFt,lengthMaxFt,weightMinLbs,weightMaxLbs,sleeps,slideouts,rating,engine2000_2005,horsepower2000_2005,engine2006_2015,horsepower2006_2015,engine2016_2026,horsepower2016_2026,freshWater,grayWater,blackWater,fuelCapacityGal,towingCapacity,generator
Fleetwood,Bounder Classic,Class A Gas,Gas,Ford 7.3L / V10 (by year),350,,Ford F53,,2010,2022,2,33C; 35K,33,35,16000,21000,6,2,4.3,,,Ford Triton V10 6.8L ~305–362HP,320,Ford 7.3L V8,350,80,45,45,,10000,Onan Diesel / Gas
Fleetwood,Discovery,Class A Diesel,Diesel,Cummins B6.7 (ISB) 360HP,360,800,Freightliner XC-Series,Allison 3000 MH,2000,2026,7,36G; 38F; 38K; 40G; 38N; 36Q; 38W,36,40,30000,38000,6,3,4.5,Cummins ISB 6.7 300–340HP (by year),320,Cummins ISB 6.7 300–340HP (by year),320,Cummins B6.7 (ISB) 360HP,360,105,75,50,100,10000,Onan 8kW Diesel QD
Fleetwood,Discovery LXE,Class A Diesel,Diesel,Cummins L9 / ISX (by year/option),450,1250,Freightliner / Spartan (by option),Allison 3000 MH,2012,2026,4,40G; 40M; 44H; 44B,40,44,38000,48000,6,4,4.65,,,Cummins ISL / ISB 300–450HP (era),380,Cummins L9 450HP (higher options by build),450,100,60,50,100,15000,Onan 10kW Diesel QD
Fleetwood,Flair,Class A Gas,Gas,Ford 7.3L / V10 (by year),350,,Ford F53,,2008,2026,3,28A; 30U; 32S,28,32,14000,20000,6,2,4.3,,,Ford Triton V10 6.8L ~305–362HP,320,Ford 7.3L V8,350,80,45,45,,10000,Onan Diesel / Gas
Fleetwood,Jamboree,Class C,Gas,Ford 7.3L V8 / 6.2L (by year),350,,Ford E-450,,2000,2026,4,25B; 29V; 31M; 31W,25,32,11000,14500,8,1,4.25,Ford V10 / 6.8L or 6.0L (by year),305,Ford V10 / 6.8L or 6.0L (by year),305,Ford 7.3L V8 Godzilla 350HP,350,80,45,45,,10000,Onan Diesel / Gas
Fleetwood,Pace Arrow,Class A Gas,Gas,Ford 7.3L / V10 (by year),350,,Ford F53,,2000,2026,3,33D; 35R; 36U,33,36,17000,23000,6,2,4.4,Ford Triton V10 6.8L ~305–362HP,320,Ford Triton V10 6.8L ~305–362HP,320,Ford 7.3L V8 Godzilla,350,80,45,45,,10000,Onan Diesel / Gas
Fleetwood,Pulse,Class C,Diesel,Mercedes-Benz Sprinter turbodiesel,188,,Mercedes-Benz Sprinter,,2014,2026,3,24A; 24D; 24L,24,25,10000,12000,4,0,4.4,,,Mercedes-Benz Sprinter 3.0L V6 turbodiesel,188,Mercedes-Benz 2.0L I4 turbodiesel,208,80,45,45,,10000,Onan Diesel / Gas
Fleetwood,Storm,Class A Gas,Gas,Ford 7.3L / V10 (by year),350,,Ford F53,,2005,2026,3,28F; 32V; 36F,28,36,15000,22000,6,2,4.3,Ford Triton V10 6.8L ~305–362HP,320,Ford Triton V10 6.8L ~305–362HP,320,Ford 7.3L V8 Godzilla,350,80,45,45,,10000,Onan Diesel / Gas
Fleetwood,Tioga,Class C,Gas,Ford 7.3L V8,350,,Ford E-450,,2000,2026,3,24K; 25G; 31M,24,32,11000,14500,6,2,4.25,Ford V10 / 6.8L or 6.0L (by year),305,Ford V10 / 6.8L or 6.0L (by year),305,Ford 7.3L V8 Godzilla,350,80,45,45,,10000,Onan Diesel / Gas
Fleetwood,Tioga Ranger,Class C,Gas,Ford 6.2L / 7.3L,305,,Ford E-450,,2010,2024,2,25K; 31N,25,31,11000,14000,6,2,4.2,,,Ford V10 / 6.8L or 6.0L (by year),305,Ford 7.3L V8,350,80,45,45,,10000,Onan Diesel / Gas
Fleetwood,Xcursion,Class B,Diesel / Gas,Mercedes-Benz / RAM (by chassis year),208,,Sprinter or ProMaster (by package),,2024,2026,2,19CB; 24CB,19,25,8500,11000,2,0,4.45,,,,,Sprinter turbodiesel or ProMaster gas,208,80,45,45,,10000,Onan Diesel / Gas
Fleetwood Classic,American Heritage,Class A Diesel,Diesel,Cummins ISL 380HP,380,,Spartan K2,,1996,2005,3,40Q; 42Q; 45B,40,45,44000,52000,6,3,4.5,Cummins ISB / ISC mid-diesel (era),300,,,,,95,50,48,,10000,Onan 10000W Diesel QD
Fleetwood Classic,Providence,Class A Diesel,Diesel,Cummins ISX 600HP,600,,Spartan K3,,1999,2006,3,39D; 43A; 45A,39,45,46000,54000,4,4,4.7,Cummins ISX 600HP,600,Cummins ISX 600HP,600,,,105,55,52,,10000,Onan 12500W Diesel QD
Forest River,Berkshire,Class A Diesel,Diesel,Cummins B6.7 / L9 340–450HP,340,700,Freightliner XC-Series,Allison automatic,2010,2026,4,34QS; 38A; 39A; 40C,34,40,28000,38000,6,3,4.45,,,Cummins ISL / ISB 300–450HP (era),380,Cummins B6.7 / L9 340–450HP,340,80,50,45,90,10000,Onan 8kW Diesel QD
Forest River,Cardinal,Fifth Wheel,N/A (towable),,,,N/A (towable),,2010,2026,4,3450RL; 3825FL; 3950RL; 3456RL,21,42,4500,15000,8,2,4.35,,,,,,,60,40,40,,0,Onan / Generac
Forest River,Cedar Creek,Fifth Wheel,N/A (towable),,,,N/A (towable),,2010,2026,4,34RL2; 36CK2; 38EL; 38FB2,21,42,4500,15000,8,2,4.35,,,,,,,60,40,40,,0,Onan / Generac
Forest River,Cherokee Arctic Wolf,Fifth Wheel,N/A (towable),,,,N/A (towable),,2010,2026,16,255RRT; 27SGS; 285OPT; 287BH; 289PANO; 3250SUITE; 331BH; 3550WST; 3650SUITE; 3660SUITE; 3750SUITE; 3800DECK; 387ML; 38DST; 38LEAH; 3950SUITE,30,44,7800,14000,8,3,4.35,,,,,,,50,70,40,,0,
Forest River,Cherokee Grey Wolf,Travel Trailer,N/A (towable),,,,N/A (towable),,2012,2026,20,19SM; 20RDSE; 21AB; 22CE; 22MKSE; 23DBH; 23MK; 23MS; 26BRB; 26DBH; 26DJSE; 26KF; 26LK; 26LP; 26SS; 27GH; 27LH; 29NM; 29QB; 29TE,24,38,4500,7500,8,1,4.2,,,,,,,40,30,30,,0,
Forest River,Cherokee Wolf Pack,Toy Hauler,N/A (towable),,,,N/A (towable),,2011,2026,4,24PACK12; 27PACK10; 325PACK13; 365PACK16,21,42,4500,15000,8,1,4.35,,,,,,,60,40,40,,0,Onan / Generac
Forest River,Cherokee Wolf Pup,Travel Trailer,N/A (towable),,,,N/A (towable),,2013,2026,7,16BHS; 16FQ; 17JG; 18TO; 18RJB; 18TOW; 16FQDLX,16,22,2500,4200,6,0,4.15,,,,,,,26,25,25,,0,
Forest River,Columbus,Fifth Wheel,N/A (towable),,,,N/A (towable),,2010,2026,4,330RL; 377MBC; 383FB; 385BH,21,42,4500,15000,8,2,4.35,,,,,,,60,40,40,,0,Onan / Generac
Forest River,Dynamax Isata (FR),Class C,Diesel,Mercedes-Benz Sprinter turbodiesel,188,,Mercedes-Benz Sprinter,,2018,2026,3,3 Series 24FW; 3 Series 24RA; 5 Series 30FW,24,30,10000,14000,4,1,4.5,,,,,Mercedes-Benz 2.0L I4 turbodiesel,208,60,40,40,,5000,Onan / Generac
Forest River,Flagstaff Micro Lite,Travel Trailer,N/A (towable),,,,N/A (towable),,2010,2026,7,21FBRS; 21DS; 22FBS; 25BDS; 25BHS; 25FBTS; 25FKBS,21,29,4200,6500,6,1,4.45,,,,,,,43,30,30,,0,
Forest River,Forester,Class C,Gas,Ford 7.3L / 6.2L (by year),350,,Ford E-450,,2005,2026,4,2401W; 2501TS; 3011DS; 2861DS,22,33,11000,15000,8,1,4.25,Ford V10 / 6.8L or 6.0L (by year),305,Ford V10 / 6.8L or 6.0L (by year),305,Ford 7.3L V8 Godzilla 350HP,350,60,40,40,,5000,Onan / Generac
Forest River,Forester LE,Class C,Gas,Ford 7.3L / 6.2L (by year),350,,Ford E-450,,2013,2026,3,2251SLE; 2401LE; 2501LE,22,33,11000,15000,8,1,4.25,,,Ford 6.8L V10 / 6.2L V8 (by year),305,Ford 7.3L V8 Godzilla 350HP,350,60,40,40,,5000,Onan / Generac
Forest River,FR3,Class A Gas,Gas,Ford 7.3L V8 Godzilla,335,468,Ford F53,TorqShift 6-speed automatic,2015,2026,8,30DS; 31DS; 32DS; 33DS; 34DS; 35DS; 33Z; 35G,30,36,18000,22000,8,2,4.35,,,Ford Triton V10 6.8L,320,Ford 7.3L V8 Godzilla,335,52,42,42,80,5000,6kW gas (Yamaha / Onan by year)
Forest River,Georgetown,Class A Gas,Gas,Ford 7.3L / V10 (by year),350,,Ford F53,,2005,2026,3,328DS; 364TS; 369DS,32,37,16000,22000,8,2,4.3,Ford Triton V10 6.8L ~305–362HP,320,Ford Triton V10 6.8L ~305–362HP,320,Ford 7.3L V8 Godzilla,350,60,40,40,,5000,Onan / Generac
Forest River,Georgetown 5 Series,Class A Gas,Gas,Ford 7.3L Godzilla / V10 (by year),350,,Ford F53,,2014,2026,4,30X3; 31L5; 36B5; 36D5,30,36,16000,22000,8,2,4.35,,,Ford Triton V10 6.8L ~305–362HP,320,Ford 7.3L V8 Godzilla 350HP,350,60,40,40,,5000,Onan / Generac
Forest River,Georgetown XL,Class A Gas,Gas,Ford 7.3L / V10 (by year),350,,Ford F53,,2012,2026,3,377DS; 378TS; 369DS,36,38,18000,24000,8,3,4.4,,,Ford Triton V10 6.8L ~305–362HP,320,Ford 7.3L V8 Godzilla,350,60,40,40,,5000,Onan / Generac
Forest River,r-Pod,Travel Trailer,N/A (towable),,,,N/A (towable),,2009,2026,8,171; 180; 190; 193; 202; RP-171; RP-190; RP-202,16,25,2400,4200,4,0,4.3,,,,,,,30,30,30,,0,
Forest River,Rockwood Mini Lite,Travel Trailer,N/A (towable),,,,N/A (towable),,2010,2026,9,2104S; 2109S; 2204S; 2205S; 2506S; 2509S; 2511S; 2513S; 2516S,21,29,4200,6200,6,1,4.45,,,,,,,43,30,30,,0,
Forest River,Rockwood Signature,Fifth Wheel,N/A (towable),,,,N/A (towable),,2010,2026,4,8289WS; 8311WS; 8329SS; 8335BSS,21,42,4500,15000,8,2,4.35,,,,,,,60,40,40,,0,Onan / Generac
Forest River,Rockwood Ultra Lite,Travel Trailer,N/A (towable),,,,N/A (towable),,2012,2026,7,2606WS; 2608BS; 2612WS; 2706WS; 2720IK; 2897BS; 2912BS,28,34,6000,8500,8,2,4.4,,,,,,,54,38,30,,0,
Forest River,Sabre,Fifth Wheel,N/A (towable),,,,N/A (towable),,2010,2026,3,36BHQ; 38DBQ; 37FLH,21,42,4500,15000,8,2,4.35,,,,,,,60,40,40,,0,Onan / Generac
Forest River,Salem Cruise Lite,Travel Trailer,N/A (towable),,,,N/A (towable),,2010,2026,12,19DBXL; 21RBXL; 24DBXL; 25ICE; 263BHXL; 26BHXL; 26ICE; 273QBXL; 273QBXLX; 28VBXL; 29BHXL; 30QBXL,21,34,3800,7500,8,1,4.15,,,,,,,40,30,30,,0,
Forest River,Salem Hemisphere,Travel Trailer,N/A (towable),,,,N/A (towable),,2012,2026,8,270FKBH; 271RL; 273RL; 286RL; 308RL; 310BHI; 314BUD; 356QB,29,38,6500,9500,8,2,4.25,,,,,,,50,40,30,,0,
Forest River,Sandstorm,Toy Hauler,N/A (towable),,,,N/A (towable),,2011,2026,4,241SLR; 282SLR; 286GSLR; 333SLR,21,42,4500,15000,8,1,4.35,,,,,,,60,40,40,,0,Onan / Generac
Forest River,Solera,Class C,Diesel,Mercedes-Benz Sprinter turbodiesel,188,,Mercedes-Benz Sprinter,,2017,2026,3,24S; 24X; 24R,24,25,10000,12000,4,0,4.4,,,,,Mercedes-Benz 2.0L I4 turbodiesel,208,60,40,40,,5000,Onan / Generac
Forest River,Sunseeker,Class C,Gas,Ford 7.3L / 6.2L (by year),350,,Ford E-450,,2005,2026,4,2250S; 2500TS; 3010DS; 2850S,22,33,11000,15000,8,1,4.25,Ford V10 / 6.8L or 6.0L (by year),305,Ford V10 / 6.8L or 6.0L (by year),305,Ford 7.3L V8 Godzilla 350HP,350,60,40,40,,5000,Onan / Generac
Forest River,Sunseeker Classic,Class C,Gas,Ford 7.3L / 6.2L (by year),350,,Ford E-450,,2008,2026,2,3010DS; 3250DS,22,33,11000,15000,8,1,4.25,,,Ford V10 / 6.8L or 6.0L (by year),305,Ford 7.3L V8 Godzilla 350HP,350,60,40,40,,5000,Onan / Generac
Forest River,Sunseeker LE,Class C,Gas,Ford 7.3L / 6.2L (by year),350,,Ford E-450,,2012,2026,3,2250SLE; 2500LE; 2850LE,22,33,11000,15000,8,1,4.25,,,Ford 6.8L V10 / 6.2L V8 (by year),305,Ford 7.3L V8 Godzilla 350HP,350,60,40,40,,5000,Onan / Generac
Forest River,Wildwood,Travel Trailer,N/A (towable),,,,N/A (towable),,2008,2026,10,22RBS; 24RBS; 26DBUD; 27RE; 28VIEW; 29VBUD; 32BHDS; 32RET; 33TS; 36VBAL,24,38,5000,9500,10,2,4.15,,,,,,,40,30,30,,0,
Forest River,XLR Hyper Lite,Toy Hauler,N/A (towable),,,,N/A (towable),,2011,2026,4,21HFS; 26HFS; 29HFS; 3016,21,42,4500,15000,8,1,4.35,,,,,,,60,40,40,,0,Onan / Generac
Forest River,XLR Nitro,Toy Hauler,N/A (towable),,,,N/A (towable),,2011,2026,4,25KW; 28KW; 35DK5; 41G14,21,42,4500,15000,8,1,4.35,,,,,,,60,40,40,,0,Onan / Generac
Forest River,XLR Thunderbolt,Toy Hauler,N/A (towable),,,,N/A (towable),,2011,2026,3,340AMP; 380AMP; 415AMP,21,42,4500,15000,8,1,4.35,,,,,,,60,40,40,,0,Onan / Generac
Genesis Supreme,G-Force,Toy Hauler,N/A (towable),,,,N/A,,2010,2026,4,2814; 3314; 3514; 4014,28,40,8500,14000,8,1,4.3,,,,,,,90,45,45,,0,Onan 4000–5500W Gas (optional)
Genesis Supreme,Prizm,Toy Hauler,N/A (towable),,,,N/A,,2015,2026,3,2414; 2715; 2915,24,30,6500,9500,6,1,4.2,,,,,,,60,35,35,,0,Generator prep
Genesis Supreme,Stealth,Toy Hauler,N/A (towable),,,,N/A,,2016,2026,3,19FS; 22FS; 28FS,20,30,5000,8500,4,0,4.2,,,,,,,30,20,20,,0,Portable / prep
Genesis Supreme,Vortex,Toy Hauler,N/A (towable),,,,N/A,,2012,2026,4,2815V; 3215V; 3415V; 4015V,28,41,9000,15000,8,2,4.4,,,,,,,100,50,50,,0,Onan 5500W Gas (optional / prep)
Genesis Supreme,Vortex Pro,Toy Hauler,N/A (towable),,,,N/A,,2018,2026,3,3615; 4015; 4215,36,44,12000,16000,8,3,4.4,,,,,,,100,50,50,,0,Onan 5500W Gas (optional)
Georgie Boy,Cruise Master,Class A Gas,Gas,Ford V10 6.8L,320,,Ford F53,,1997,2007,3,3625; 3640; 3850,34,38,22000,27000,7,2,4.1,Ford Triton V10 6.8L,320,Ford Triton V10 6.8L,320,,,74,40,38,,5000,Onan 5500W Gas MicroQuiet
Georgie Boy,Pursuit,Class A Gas,Gas,Ford V10 6.8L,320,,Ford F53,,1999,2007,2,3605; 3650,34,37,20000,25000,6,2,4.0,Ford Triton V10 6.8L,320,Ford Triton V10 6.8L,320,,,68,36,36,,5000,Onan 4000W Gas MicroQuiet
Grand Design,Imagine,Travel Trailer,N/A (towable),,,,N/A (towable),,2014,2026,5,2150RB; 2500RL; 2800BH; 2970RL; 3100RD,21,35,4500,8500,8,1,4.55,,,,,,,52,39,39,,0,Optional / prep
Grand Design,Imagine XLS,Travel Trailer,N/A (towable),,,,N/A (towable),,2015,2026,4,17MKE; 21BHE; 22RBE; 23LDE,17,25,3500,6000,6,0,4.5,,,,,,,60,40,40,,0,Optional / prep
Grand Design,Momentum,Toy Hauler,N/A (towable),,,,N/A (towable),,2014,2026,4,349M; 376TH; 395M; 397TH,34,42,10000,16000,8,3,4.6,,,,,,,100,60,50,,0,Optional / prep
Grand Design,Momentum G-Class,Toy Hauler,N/A (towable),,,,N/A (towable),,2018,2026,3,21G; 25G; 29G,21,32,5000,9000,6,1,4.5,,,,,,,60,40,40,,0,Optional / prep
Grand Design,Momentum M-Class,Toy Hauler,N/A (towable),,,,N/A (towable),,2015,2026,4,328M; 349M; 381M; 395M,32,40,9000,14000,8,2,4.55,,,,,,,60,40,40,,0,Optional / prep
Grand Design,Momentum MAV,Toy Hauler,N/A (towable),,,,N/A (towable),,2022,2026,2,22MAV; 27MAV,22,28,5500,9000,6,1,4.55,,,,,,,60,40,40,,0,Optional / prep
Grand Design,Reflection,Fifth Wheel,N/A (towable),,,,N/A (towable),,2013,2026,5,28BH; 303RLS; 337RLS; 320MKS; 367BHS,28,38,7500,12000,8,3,4.6,,,,,,,60,40,40,,0,Optional / prep
Grand Design,Reflection 150 Series,Fifth Wheel,N/A (towable),,,,N/A (towable),,2015,2026,3,150 Series 220RK; 150 Series 260RD; 150 Series 295RL,22,32,5500,9000,6,2,4.55,,,,,,,60,40,40,,0,Optional / prep
Grand Design,Solitude,Fifth Wheel,N/A (towable),,,,N/A (towable),,2015,2026,5,310GK; 375RES; 377MBS; 380FL; 390RK,31,42,10000,16000,6,3,4.7,,,,,,,75,50,50,,0,Optional / prep
Grand Design,Solitude S-Class,Fifth Wheel,N/A (towable),,,,N/A (towable),,2019,2026,3,2930RL; 3740BH; 3800FL,29,40,9000,14000,8,3,4.65,,,,,,,60,40,40,,0,Optional / prep
Grand Design,Transcend,Travel Trailer,N/A (towable),,,,N/A (towable),,2018,2026,4,207RB; 245RL; 265BH; 297QB,20,32,4000,7500,8,1,4.45,,,,,,,60,40,40,,0,Optional / prep
Gulf Stream Coach,BT Cruiser,Class C,Gas,Ford V8 6.2L,385,,Ford E-450,,2008,2026,6,5210; 5230; 5245; 5291; 5270; 5316,23,30,10000,14000,6,1,4.1,,,Ford Triton V10 6.8L (E-450 / F-53 cutaway era),305,Ford V8 6.2L,385,44,30,30,,5000,Onan 4000W Gas MicroQuiet
Gulf Stream Coach,Conquest,Class A Gas,Gas,Ford V10 6.8L,320,,Ford F53,,1998,2012,4,8317; 8325; 8361; 8369,31,37,22000,27000,7,2,4.2,Ford Triton V10 6.8L,320,Ford Triton V10 6.8L,320,,,75,40,40,,5000,Onan 5500W Gas MicroQuiet
Gulf Stream Coach,Crescendo,Class A Diesel,Diesel,Cummins ISL 340HP,340,,Spartan K2,,2000,2010,3,8394; 8382; 8399,38,40,40000,48000,6,3,4.3,Cummins ISB / ISL mid-diesel (era),340,Cummins ISB / ISL mid-diesel (era),340,,,88,46,44,,10000,Onan 8000W Diesel QD
Gulf Stream Coach,Yellowstone,Class C,Gas,Ford V8 7.3L,350,,Ford E-450,,2012,2026,5,6316; 6320; 6330; 6341; 6350,30,34,13500,16000,7,2,4.2,,,Ford Triton V10 6.8L (E-450 / F-53 cutaway era),305,Ford V8 7.3L,350,44,30,30,,5000,Onan 4000W Gas MicroQuiet
Heartland,Big Country,Fifth Wheel,N/A (towable),,,,N/A (towable),,2005,2026,5,3150RL; 3500RL; 3560SS; 3702FL; 3902FL,31,40,10000,16000,8,3,4.35,,,,,,,60,70,40,,0,
Heartland,Bighorn,Fifth Wheel,N/A (towable),,,,N/A (towable),,2003,2026,8,3270RS; 3375SS; 3575SS; 3700FL; 3900FL; 3950MB; 3985QB; 4001QB,32,42,12000,19000,8,4,4.45,,,,,,,64,80,40,,0,
Heartland,Cyclone,Toy Hauler,N/A (towable),,,,N/A (towable),,2007,2026,6,3012; 3612; 4005King; 4006; 4113; 4270King,34,44,12000,18000,8,3,4.35,,,,,,,100,50,50,,0,Onan 5500W Gas (optional)
Heartland,Gravity,Fifth Wheel,N/A (towable),,,,N/A (towable),,2016,2026,4,3120; 3210; 3500; 3550,31,36,9000,13000,6,3,4.25,,,,,,,54,60,36,,0,
Heartland,Landmark,Fifth Wheel,N/A (towable),,,,N/A (towable),,2008,2026,6,365; 375; 392; 415; LM365; LM392,36,43,14000,19000,6,4,4.5,,,,,,,70,80,45,,0,
Heartland,Prowler,Travel Trailer,N/A (towable),,,,N/A (towable),,2003,2026,6,185LX; 212RBS; 250BH; 280TD; 290BH; 320BH,18,34,3500,8000,8,1,4.15,,,,,,,40,30,30,,0,
Heartland,Road Warrior,Toy Hauler,N/A (towable),,,,N/A (towable),,2012,2026,4,396; 427; 427DB; 431,38,44,14000,19000,8,3,4.4,,,,,,,100,50,50,,0,Onan 5500W Gas (optional)
Heartland,Sundance,Fifth Wheel,N/A (towable),,,,N/A (towable),,2003,2026,6,2600RE; 2800QB; 2910RL; 3100RL; 3260BH; 3200MK,28,36,8000,13000,8,3,4.3,,,,,,,54,60,36,,0,
Heartland,Torque,Toy Hauler,N/A (towable),,,,N/A (towable),,2011,2026,4,325; 350; 371; 413,32,42,11000,16000,8,2,4.3,,,,,,,90,45,45,,0,Generator prep / optional
Highland Ridge,Light Range TH,Toy Hauler,N/A (towable),,,,N/A,,2017,2026,3,261TH; 281TH; 301TH,26,32,6000,9000,6,1,4.2,,,,,,,45,28,28,,0,Generator prep
Highland Ridge,Mesa Ridge,Toy Hauler,N/A (towable),,,,N/A,,2016,2026,3,310MHS; 338MHS; 376MHS,32,39,10000,14000,8,2,4.3,,,,,,,75,40,40,,0,Generator prep / optional 4–5.5kW
Highland Ridge,Open Range,Toy Hauler,N/A (towable),,,,N/A,,2014,2026,3,337RLS; 376FBH; 391RDN,34,42,11000,15000,8,3,4.4,,,,,,,85,45,45,,0,Onan 5500W Gas (optional)
Highland Ridge,Open Range 3X,Fifth Wheel,N/A (towable),,,,N/A,,2013,2026,3,307RLS; 337RLS; 376FBH,32,40,10000,14000,6,3,4.4,,,,,,,60,40,40,,0,
Highland Ridge,Roamer,Fifth Wheel,N/A (towable),,,,N/A,,2015,2026,3,286RLS; 318RLS; 344RLS,29,36,8000,12000,6,2,4.3,,,,,,,60,40,40,,0,
Holiday Rambler,Ambassador,Class A Diesel,Diesel,Cummins B6.7 / L9 / ISL (by year),380,1000,Freightliner XCS / XC,Allison automatic,2000,2026,3,38F; 38R; 40B,38,40,34000,42000,6,3,4.5,Cummins ISL / ISB diesel (era),350,Cummins ISL / ISB 300–450HP (era),380,Cummins L9 / B6.7 class,380,80,45,45,,10000,Onan Diesel / Gas
Holiday Rambler,Armada,Class A Diesel,Diesel,Cummins B6.7 / L9 360–450HP,360,,Freightliner XC-Series,,2019,2026,3,36F; 38F; 40P,36,40,30000,40000,6,2,4.5,,,,,Cummins B6.7 / L9 360–450HP,360,80,45,45,,10000,Onan Diesel / Gas
Holiday Rambler,Augusta,Class C,Gas,Ford 7.3L V8,350,,Ford E-450,,2010,2026,3,25M; 29M; 31M,25,32,11000,14500,6,2,4.25,,,Ford V10 / 6.8L or 6.0L (by year),305,Ford 7.3L V8 Godzilla,350,80,45,45,,10000,Onan Diesel / Gas
Holiday Rambler,Invicta,Class A Gas,Gas,Ford 7.3L / V10 (by year),350,,Ford F53,,2010,2026,3,32A; 34P; 36A,32,36,15000,22000,6,2,4.3,,,Ford Triton V10 6.8L ~305–362HP,320,Ford 7.3L V8 Godzilla,350,80,45,45,,10000,Onan Diesel / Gas
Holiday Rambler,Navigator,Class A Diesel,Diesel,Cummins B6.7 / L9 360–450HP,360,800,Freightliner XC-Series,Allison automatic,2005,2026,4,38F; 38N; 38R; 38K,38,40,32000,40000,6,3,4.5,Cummins ISL / ISB diesel (era),350,Cummins ISL / ISB 300–450HP (era),380,Cummins B6.7 / L9 360–450HP,360,80,45,45,,10000,Onan Diesel / Gas
Holiday Rambler,Vacationer,Class A Gas,Gas,Ford 7.3L Godzilla / V10 (by year),350,,Ford F53,,2000,2026,3,33C; 35K; 36F,33,36,16000,22000,6,2,4.35,Ford Triton V10 6.8L ~305–362HP,320,Ford Triton V10 6.8L ~305–362HP,320,Ford 7.3L V8 Godzilla 350HP,350,80,45,45,,10000,Onan Diesel / Gas
Holiday Rambler,Xpedition,Class B,Diesel / Gas,Mercedes-Benz / RAM (by package),208,,Sprinter or ProMaster,,2024,2026,2,19CB; 24CB,19,25,8500,11000,6,2,4.45,,,,,Sprinter turbodiesel or ProMaster gas,208,80,45,45,,10000,Onan Diesel / Gas
Jayco,Alante,Class A Gas,Gas,Ford 7.3L / V10 (by year),350,,Ford F53,,2015,2026,3,26X; 29F; 31V,26,31,14000,20000,6,2,4.35,,,Ford Triton V10 6.8L ~305–362HP,320,Ford 7.3L V8 Godzilla,350,60,40,40,,5000,Onan / Generac
Jayco,Eagle,Fifth Wheel,N/A (towable),,,,N/A (towable),,2000,2026,4,317RLOK; 330RSTS; 355MBQS; 321RSTS,31,38,8000,12000,8,3,4.4,,,,,,,60,40,40,,0,Onan / Generac
Jayco,Eagle HT,Fifth Wheel,N/A (towable),,,,N/A (towable),,2012,2026,3,26.5BHS; 28.5RSTS; 29.5BHDS,26,32,6500,10000,6,2,4.35,,,,,,,60,40,40,,5000,Onan / Generac
Jayco,Embark,Class A Diesel,Diesel,Cummins B6.7 / L9 360–450HP,360,800,Freightliner XC-Series,Allison automatic,2015,2026,4,37K; 38N; 39T; 39Z,37,40,30000,40000,6,3,4.5,,,Cummins ISL / ISB 300–450HP (era),380,Cummins B6.7 / L9 360–450HP,360,90,50,45,90,10000,Onan 8kW Diesel QD
Jayco,Greyhawk,Class C,Gas,Ford 7.3L V8 Godzilla / 6.2L (by year),350,,Ford E-450,,2008,2026,5,29MV; 30X; 31F; 31FS; 32S,29,32,12000,15000,8,1,4.35,,,Ford V10 / 6.8L or 6.0L (by year),305,Ford 7.3L V8 Godzilla 350HP,350,60,40,40,,5000,Onan / Generac
Jayco,Jay Feather,Travel Trailer,N/A (towable),,,,N/A (towable),,2005,2026,4,7; X213; X23B; 27BHB,16,30,3000,7000,6,1,4.35,,,,,,,60,40,40,,0,Onan / Generac
Jayco,Melbourne,Class C,Diesel,Mercedes-Benz Sprinter turbodiesel,188,,Mercedes-Benz Sprinter,,2012,2026,3,24K; 24L; 24N,24,25,10000,12000,4,0,4.45,,,Mercedes-Benz Sprinter 3.0L V6 turbodiesel,188,Mercedes-Benz 2.0L I4 turbodiesel,208,60,40,40,,5000,Onan / Generac
Jayco,Melbourne Prestige,Class C,Diesel,Mercedes-Benz Sprinter turbodiesel,188,,Mercedes-Benz Sprinter,,2014,2026,2,24LP; 24KP,24,25,10000,12500,6,2,4.5,,,Mercedes-Benz Sprinter 3.0L V6 turbodiesel,188,Mercedes-Benz 2.0L I4 turbodiesel,208,60,40,40,,5000,Onan / Generac
Jayco,North Point,Fifth Wheel,N/A (towable),,,,N/A (towable),,2013,2026,4,377RLBH; 381DLQS; 387RDFS; 310RLTS,31,42,10000,15000,6,3,4.5,,,,,,,60,40,40,,5000,Onan / Generac
Jayco,Octane,Toy Hauler,N/A (towable),,,,N/A (towable),,2014,2026,3,161; 222; 273,16,28,3500,8000,6,1,4.3,,,,,,,60,40,40,,5000,Onan / Generac
Jayco,Pinnacle,Fifth Wheel,N/A (towable),,,,N/A (towable),,2014,2026,3,36FBTS; 38FLGS; 38FBRK,36,42,11000,16000,6,3,4.55,,,,,,,60,40,40,,5000,Onan / Generac
Jayco,Precept,Class A Gas,Gas,Ford 7.3L Godzilla / V10 (by year),350,,Ford F53,,2014,2026,5,31UL; 35S; 36T; 34G; 36A,31,36,16000,22000,8,2,4.4,,,Ford Triton V10 6.8L ~305–362HP,320,Ford 7.3L V8 Godzilla 350HP,350,60,40,40,,5000,Onan / Generac
Jayco,Redhawk,Class C,Gas,Ford 7.3L / 6.2L (by year),350,,Ford E-450,,2010,2026,4,22J; 26XD; 29XK; 31F,22,31,11000,14500,8,1,4.3,,,Ford V10 / 6.8L or 6.0L (by year),305,Ford 7.3L V8 Godzilla,350,60,40,40,,5000,Onan / Generac
